Increasing_precision,Increasing_recall,Increasing_f1-score,Increasing_support,Decreasing_precision,Decreasing_recall,Decreasing_f1-score,Decreasing_support,Neutral_precision,Neutral_recall,Neutral_f1-score,Neutral_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,loss
0.38321568089918445,1.0,0.554093893224328,11183,0.0,0.0,0.0,10709,0.0,0.0,0.0,7290,0.38321568089918445,0.12773856029972816,0.3333333333333333,0.18469796440810934,29182,0.14685425808702557,0.38321568089918445,0.21233746857404087,29182,1.0748198547874366
0.39620836594486475,0.4074040955021014,0.4017282426593774,11183,0.4195502993137684,0.5366514146979177,0.47093047076658334,10709,0.37440401505646176,0.2046639231824417,0.2646563192904656,7290,0.40418751285038723,0.396720893438365,0.38290647779415354,0.37910501090547544,29182,0.39932724218607957,0.40418751285038723,0.3928814309069513,29182,1.0689124713994955
0.41985706993363964,0.4412948224984351,0.4303091075554781,11183,0.43107789142407554,0.511625735362779,0.4679106708228362,10709,0.38257736328952946,0.247599451303155,0.30063291139240506,7290,0.4187170173394558,0.4111707748824149,0.400173336388123,0.3996175632569065,29182,0.41466190565105154,0.4187170173394558,0.41171324952660193,29182,1.0632138948135994
0.4317763157894737,0.5868729321291246,0.4975173407118221,11183,0.4479768786127168,0.36184517695396395,0.4003305955886151,10709,0.3765941485371343,0.27544581618655695,0.31817461575027733,7290,0.4264957850729902,0.4187824476464416,0.4080546417565485,0.40534085068357156,29182,0.42393634005116093,0.4264957850729902,0.41705056946605124,29182,1.0634773508237119
0.45962475380947443,0.3964946794241259,0.4257321171387422,11183,0.4355614973262032,0.608460173685685,0.5076941057306479,10709,0.3923497267759563,0.24622770919067216,0.3025705857564264,7290,0.4367418271537249,0.429178659303878,0.417060854100161,0.41199893620860556,29182,0.4339881161302989,0.4367418271537249,0.4250427665820167,29182,1.0612950354095614
0.45852229780801207,0.4339622641509434,0.445904350622502,11183,0.4357717885894295,0.5812867681389485,0.498119548691686,10709,0.3932297704613958,0.2326474622770919,0.2923381883995518,7290,0.43773559043245835,0.4291746189529458,0.41596549818899464,0.41212069590457995,29182,0.4338626539323821,0.43773559043245835,0.42670331003301476,29182,1.0631942782028203
0.45607070631413377,0.5444871680228919,0.49637238118529386,11183,0.4489459529799601,0.48323839760948734,0.46546141392336754,10709,0.4052044609665427,0.2392318244170096,0.30084526479213386,7290,0.44575423206085946,0.43674037342021216,0.4223191300164629,0.4208930199669318,29182,0.44074914123841574,0.44575423206085946,0.4361839695989013,29182,1.061056088558153
0.4655786092542755,0.47956720021461147,0.4724693859571844,11183,0.44637311887889164,0.5234849192268186,0.48186350352415336,10709,0.38910658307210033,0.27242798353909464,0.3204776504760368,7290,0.44393804399972586,0.4336861037350892,0.4251600343268416,0.4249368466524582,29182,0.4394271231567482,0.44393804399972586,0.43794748387258103,29182,1.0639735054094017
0.45117515388919976,0.5767683090405079,0.5062993053102555,11183,0.4668697638994669,0.45793258007283594,0.46235798802621036,10709,0.39685075308078505,0.23854595336076817,0.29797806716929404,7290,0.4486669864985265,0.4382985569564839,0.4244156141580373,0.4222117868352533,29182,0.443363787180496,0.4486669864985265,0.4381329907039075,29182,1.0632302198199588
0.451575182280919,0.5870517750156488,0.5104778196804168,11183,0.4697627460878344,0.4344943505462695,0.45144076840981856,10709,0.3926988816205951,0.25528120713305896,0.30941890431457314,7290,0.44818723870879307,0.4380122699964495,0.42560911089832576,0.4237791641349362,29182,0.4435415447301855,0.44818723870879307,0.43858599338085413,29182,1.064781873732021
