,Start,Stock,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%]
0,2022-03-04,AAL,2023-03-01,362 days,25.301204819277107,10018.559997558594,10025.999977111816,0.1855999755859375,9.86977737489741,0.18783821873187279,0.16976192581089888,1.106480253653045,2.2892417453206737,2.5312784305848637,-0.07420685787160597,-0.060581377761964594,102 days,76 days,34,47.05882352941176,7.087828264556606,-3.9402975964902054,0.5335184969613493,3 days,2 days,1.7811785799099553,0.5705548563645413
1,2022-06-14,AAN,2022-11-02,141 days,11.11111111111111,9992.399997711182,10000.0,-0.0760000228881836,-41.28605278770934,-0.19334100876737814,0.11961130488641193,0.0,0.0,0.0,-0.09000003814697566,-0.09000003814697566,140 days,140 days,6,50.0,1.622716509379185,-5.336568384811125,-1.0872591118521568,3 days,2 days,0.3944125979333322,-1.0525315196161602
2,2022-03-02,AAPL,2023-03-13,376 days,97.68339768339769,9949.874572753906,10150.01123046875,-0.5012542724609376,-9.11292678768105,-0.4877399523568471,3.3887206326072317,0.0,0.0,0.0,-4.44064005086201,-0.7076588088229813,320 days,41 days,231,50.649350649350644,8.897456365827372,-5.867957400682188,-0.0941187923115927,4 days,2 days,0.9194827029526507,-0.0709119709626988
3,2022-05-16,AAP,2022-11-21,189 days,13.636363636363635,9400.680053710938,10000.0,-5.993199462890625,-30.628478731094855,-11.129298114008634,4.255003125755888,0.0,0.0,0.0,-6.310399780273435,-6.310399780273435,188 days,188 days,11,36.36363636363637,5.075529733591355,-15.059256594859495,-3.3559002209592514,1 days,1 days,0.1771168666526828,-3.1712266342499045
4,2022-05-06,AAWW,2022-08-05,91 days,11.11111111111111,10100.759963989258,10100.759963989258,1.0075996398925782,40.29283857305078,4.091724201424296,1.6317238242855672,2.5076082977557883,87.48076480980835,176.36686568657836,-0.023200073242191088,-0.023200073242191088,6 days,6 days,4,75.0,10.77028240460136,-0.4699415327010015,4.319894058799223,1 days,1 days,38.43272994097459,4.397798620411067
5,2022-03-22,AA,2023-02-27,342 days,10.212765957446807,9857.920066833496,10000.0,-1.4207993316650391,-46.55095417940673,-1.5227941188278193,0.9409324047417468,0.0,0.0,0.0,-1.4603993225097645,-1.4603993225097645,340 days,340 days,15,40.0,5.877309612276349,-16.944671925943354,-2.1579643119656544,3 days,2 days,0.3702941664308841,-1.9890532806824297
6,2022-03-02,ABBV,2023-02-28,363 days,22.400000000000002,9899.060333251953,10032.720092773438,-1.0093966674804686,2.894956448641226,-1.0174306217014872,1.2335875196215937,0.0,0.0,0.0,-2.213355718909138,-1.171783736688664,307 days,164 days,31,54.83870967741935,3.062365252029231,-6.032878781311712,-0.2715864074068097,4 days,2 days,0.6827745415130511,-0.25449610419593155
7,2022-04-21,ABB,2022-07-26,96 days,15.151515151515152,9997.839988708496,10002.639991760254,-0.02160011291503906,-13.302753149779125,-0.08244805972817959,0.19659490527057755,0.0,0.0,0.0,-0.08317811428855126,-0.08317811428855126,81 days,81 days,5,60.0,2.214955274961561,-3.58621005354256,-0.0738607799890656,3 days,2 days,0.9355423880784195,-0.05386505886988635
8,2022-03-03,ABC,2022-12-23,295 days,13.106796116504855,9942.840026855469,10027.039916992188,-0.5715997314453125,16.8694528632755,-0.6987915946220835,0.8235223115801776,0.0,0.0,0.0,-0.846111170270536,-0.5937178616642502,232 days,130 days,14,42.857142857142854,3.9997340136699533,-3.6480451561020644,-0.542893098716335,3 days,2 days,0.49962792290757774,-0.5260667018616272
9,2022-04-28,ABG,2022-05-03,5 days,0.0,10000.0,10000.0,0.0,12.044652219127691,0.0,0.0,,,,-0.0,,,,0,,,,,,,,
