Increasing_precision,Increasing_recall,Increasing_f1-score,Increasing_support,Decreasing_precision,Decreasing_recall,Decreasing_f1-score,Decreasing_support,Neutral_precision,Neutral_recall,Neutral_f1-score,Neutral_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,loss
0.37440989744424547,0.41133863900563356,0.39200647662874427,11183,0.39438131313131314,0.583341114950042,0.4706015292478059,10709,0.3683712121212121,0.05336076817558299,0.0932183081715792,7290,0.385031868960318,0.3790541408989236,0.3493468407104195,0.31860877134937643,29182,0.38023033040250376,0.385031868960318,0.346207993675033,29182,1.0752651688659138
0.39131795422031473,0.782705892873111,0.521772823462788,11183,0.434697431432303,0.18647866280698477,0.26099457622688366,10709,0.3927927927927928,0.1196159122085048,0.18338590956887488,7290,0.3982592008772531,0.40626939281513685,0.3629334892962002,0.3220511030861822,29182,0.40760547374113404,0.3982592008772531,0.34154135022805676,29182,1.0720756304074537
0.40101473314469704,0.7350442636144148,0.5189230137937565,11183,0.46997719787180137,0.17321878793538145,0.2531386462882096,10709,0.378509605235381,0.2459533607681756,0.2981624677808265,7290,0.40668905489685425,0.4165005120839598,0.38473880410599065,0.3567413759542642,29182,0.4207000409475771,0.40668905489685425,0.36623885328209993,29182,1.0687675049463123
0.4284863819020688,0.5148886703031387,0.4677307989114983,11183,0.43832244627473255,0.43234662433467175,0.4353140278300113,10709,0.3790773981856784,0.2694101508916324,0.3149707320984685,7290,0.4232746213419231,0.4152954087874933,0.4055484818431476,0.4060051862799927,29182,0.41975301619973066,0.4232746213419231,0.41767350028293854,29182,1.064587339905924
0.4381636477201749,0.5018331395868729,0.46784210745696303,11183,0.4535097035821184,0.4386030441684564,0.4459318332858635,10709,0.37094897789596143,0.30617283950617286,0.3354625385135643,7290,0.429751216503324,0.4208741097327516,0.41553634108716736,0.41641215975213025,29182,0.4270042333279824,0.429751216503324,0.42673169063509747,29182,1.0618400235676713
0.4480069324090121,0.50853974783153,0.4763580014239645,11183,0.4493199180175144,0.4503688486319918,0.44984377186028074,10709,0.37261035801181785,0.29410150891632375,0.32873351732597367,7290,0.4336234665204578,0.4233124028127815,0.41767003512661516,0.41831176353673966,29182,0.42965382897284954,0.4336234665204578,0.42974970269626106,29182,1.065121794936427
0.44425639940765815,0.5633550925511938,0.49676707143983606,11183,0.46110271903323263,0.456064992062751,0.4585700201868457,10709,0.3944205035155364,0.23854595336076817,0.2972903666980084,7290,0.44284147762319237,0.4332598739854758,0.4193220126582376,0.41754248610823,29182,0.43798895906144164,0.44284147762319237,0.4329182125735418,29182,1.0634186535322092
0.46814303866400436,0.4612358043458821,0.4646637538849601,11183,0.4395425989976706,0.581473526939957,0.5006431902235086,10709,0.3957968476357268,0.21700960219478738,0.2803224949056437,7290,0.44434925639092593,0.43449416176580063,0.4199063111602088,0.41520981300470416,29182,0.43957454298232,0.44434925639092593,0.4318166565575082,29182,1.0635693881562667
0.45236737022247575,0.5672896360547259,0.5033522434244455,11183,0.4527586814736471,0.4796899803903259,0.4658354114713217,10709,0.40110178384050366,0.20973936899862825,0.2754458656098,7290,0.44582276745939275,0.4354092785122088,0.41890632848122666,0.4148778401685224,29182,0.4397042363544824,0.44582276745939275,0.43265094647239394,29182,1.0646649291902257
0.4548893247408238,0.5807028525440401,0.5101535802663105,11183,0.47162042936966964,0.4492482958259408,0.4601626016260162,10709,0.3889479277364506,0.25102880658436216,0.30512713630679456,7290,0.4501062298677267,0.43848589394898135,0.4269933183181143,0.42514777273304044,29182,0.4445562637891559,0.4501062298677267,0.4405902821125245,29182,1.0661075050664837
0.4610458911419424,0.540820888849146,0.49775729393852114,11183,0.4569387924590981,0.5137734615743766,0.48369230769230764,10709,0.403181705195128,0.22249657064471878,0.28674975691682136,7290,0.4513741347405935,0.44038879626538946,0.42569697368941384,0.4227331195158834,29182,0.4450835569857209,0.4513741347405935,0.4398837115041817,29182,1.066676391304977
0.46036607598629037,0.564517571313601,0.5071497429305912,11183,0.472068307748206,0.48529274442058085,0.47858918869140804,10709,0.3961883408071749,0.24238683127572017,0.30076595744680856,7290,0.45497224316359397,0.44287424151389043,0.430732382336634,0.42883496302293594,29182,0.44862813857564693,0.45497224316359397,0.4451117478814449,29182,1.0672791718194883
0.4494712103407756,0.615666636859519,0.5196030338477793,11183,0.48125803580259124,0.4543841628536745,0.4674351585014409,10709,0.4074074074074074,0.20973936899862825,0.27691750430136736,7290,0.455075046261394,0.4460455511835914,0.4265967229039405,0.42131856555019587,29182,0.45062808754200684,0.455075046261394,0.43983320013256855,29182,1.0663763838901854
0.46444046018227997,0.55593311276044,0.506084903740486,11183,0.464524765729585,0.5184424315995891,0.4900048541547152,10709,0.4071279916753382,0.21467764060356653,0.2811208909646129,7290,0.45692550202179427,0.4453644058624011,0.4296843949878652,0.42573688295327133,29182,0.45015408271296614,0.45692550202179427,0.44398535935867073,29182,1.0669923809667428
0.465936018957346,0.5626397210050971,0.5097419694576093,11183,0.4712309454577496,0.4993930338967224,0.48490343639495875,10709,0.3917763917763918,0.2326474622770919,0.29193562268697826,7290,0.4569940374203276,0.4429811187304957,0.4315600723929705,0.4288603428465154,29182,0.44935318315937683,0.4569940374203276,0.44621636742464976,29182,1.0670252374226326
0.46144465963704184,0.5752481445050524,0.5120999840789684,11183,0.4791564492398234,0.4561583714632552,0.46737466513585924,10709,0.38446294094332145,0.2661179698216735,0.31452658884565504,7290,0.4543211568775272,0.44168801660672896,0.43250816192999375,0.4313337460201609,29182,0.44871348376078135,0.4543211568775272,0.44633089725103986,29182,1.069905615166614
