Increasing_precision,Increasing_recall,Increasing_f1-score,Increasing_support,Decreasing_precision,Decreasing_recall,Decreasing_f1-score,Decreasing_support,Neutral_precision,Neutral_recall,Neutral_f1-score,Neutral_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,loss
0.3872271624898949,0.8994902977734061,0.5413885898815931,11183,0.45172719220549157,0.047623494257166867,0.08616320324379118,10709,0.35260115606936415,0.10041152263374485,0.15631005765534914,7290,0.38725926941265165,0.3971851702549169,0.34917510488810594,0.2612872835935778,29182,0.40224694288255664,0.38725926941265165,0.27813620260746735,29182,1.0746768735381855
0.37973300970873786,0.2797996959670929,0.322195335427071,11183,0.4006092495153697,0.6754132038472312,0.5029203170629954,10709,0.39244890890197437,0.15541838134430727,0.2226589368183158,7290,0.39390720307038585,0.3909303893753607,0.37021042705287716,0.34925819643612743,29182,0.3905705999084471,0.39390720307038585,0.3636511466285407,29182,1.0715571252563805
0.4018310564337315,0.5023696682464455,0.4465108885709744,11183,0.41840714100008664,0.450835745634513,0.43401654081265734,10709,0.3877662479519388,0.19478737997256515,0.25931336742147554,7290,0.4066205194983209,0.402668148461919,0.38266426461784125,0.37994693226836906,29182,0.40440047716530675,0.4066205194983209,0.3951617041653934,29182,1.0674361095093845
0.4356014580801944,0.5129213985513726,0.47111001601576935,11183,0.43566543924250395,0.3866840974880941,0.40971603838923515,10709,0.36272852972806885,0.3238683127572016,0.342198710051453,7290,0.41936810362552257,0.4113318090169224,0.40782460293222283,0.40767492148548584,29182,0.41742043986965977,0.41936810362552257,0.4163765663933165,29182,1.0648714704439044
0.4436486375236684,0.4818921577394259,0.46198028289755677,11183,0.4343182349731036,0.5202166402091699,0.4734024473147519,10709,0.3916349809885932,0.2260631001371742,0.286658549312924,7290,0.43204715235419094,0.4232006178284551,0.4093906326952567,0.40734709317507756,29182,0.4272310226564661,0.43204715235419094,0.4223745163603683,29182,1.060457474045586
0.46085833498907214,0.4148260752928552,0.43663231210880515,11183,0.43477951129158654,0.5698944812774303,0.493251434575285,10709,0.38196495373104944,0.2661179698216735,0.3136874444174953,7290,0.4345829620999246,0.4258676000039027,0.4169461754639863,0.41452373036719514,29182,0.4315796401652986,0.4345829620999246,0.42669694431440736,29182,1.0624908142510736
0.4605006364022062,0.48529017258338547,0.47257053291536044,11183,0.4385022634849996,0.5336632738817817,0.48142532221379836,10709,0.3987167736021998,0.23868312757201646,0.2986099193409988,7290,0.44143650195325884,0.43257322449646846,0.4192121913457279,0.41753525815671916,29182,0.4369935109350548,0.44143650195325884,0.4323626330332371,29182,1.067086534280526
0.4407187847350871,0.6382008405615667,0.5213865653650875,11183,0.46147540983606555,0.42058081987113644,0.4400801211588255,10709,0.41697645600991323,0.18463648834019206,0.2559421943335235,7290,0.44503461037625935,0.43972355019368864,0.41447271625763177,0.4058029602858122,29182,0.4424047939805076,0.44503461037625935,0.42523824873754446,29182,1.0645074926872264
0.44785357737104825,0.6017168917106323,0.513507326007326,11183,0.450236509315571,0.4355215239518162,0.4427567875450921,10709,0.4073196419167983,0.2122085048010974,0.2790404040404041,7290,0.44342402851072577,0.4351365762011392,0.41648230682118187,0.4117681725309407,29182,0.4386022042209013,0.44342402851072577,0.4289712634505813,29182,1.067082186392917
0.4626865671641791,0.4851113296968613,0.4736336650951633,11183,0.45198473282442747,0.5528994303856569,0.49737494224872947,10709,0.3915538214367684,0.23401920438957477,0.29295097449987123,7290,0.44726201082859296,0.43540837380845837,0.4240099881573643,0.42131986061458804,29182,0.44098950526652897,0.44726201082859296,0.43720944888646823,29182,1.069175071785586
