date,title,stock,close,volume,1_past_close,2_past_close,3_past_close,4_past_close,5_past_close,next_close,next_volume,label
2009-12-18,Expected 47% Growth In IT Hardware,STX,0.0110015019259974,0.117271141917397,0.000579372275004,0.0524392709492134,-0.0102595741636943,0.0085208653767119,-0.004845429009488,0.0126003836120689,-0.0055518784514012,0
2010-01-04,"Technology Stocks To Outperform In 2010 (STX, 3PAR, EMC, IBM, MSFT, AAPL)",STX,0.0384828375605257,0.8458945620589455,-0.0135577132114629,0.0353733562094493,-0.0089034154414824,-0.0055341103008942,0.0066850235529862,-0.0195870160110044,0.3075767525119413,1
2010-01-25,"Disk Drive Results: A Pointer Towards PC Boom (INTC, AMD, MSFT, STX)",STX,0.0282606776165303,-0.2252232542413333,-0.0559260952444863,0.0974102728958197,-0.0220262718425624,0.0219467407357785,-0.0310795064072511,0.0206132191932915,0.027993839045052,0
2010-03-23,"Tech Stocks Started On A Strong Note On March 23, Driven By NOVL (DELL, AAPL, ORCL, CSCO, INTC, GOOG, PALM, T)",STX,0.0375445264028921,0.3248995172921458,0.0412045738418307,-0.0201867031828393,0.0,0.0099322773777028,0.0186367834899425,-0.0205381585808861,-0.4778694489242024,1
2010-04-12,"Seagate To Offer Movies On Its Hard Drive (STX, VIA, MSFT)",STX,-0.0031342529016262,0.3724124078886253,0.0246250045127456,-0.0090185383072858,-0.0110178913300122,0.0313855545538497,0.0204303499981381,-0.03668803557645,0.957502858449577,1
2010-07-14,"Late Market Roundup (PNM, KBH, LEN, INTC, DELL, STX, ORCL, AKS)",STX,0.0359610361161426,0.7890911572518042,0.0277187049515064,0.018827002276534,0.008765181301104,0.0170876077077186,0.0556864224821602,-0.0140183075055679,-0.3861525404333231,1
2010-08-11,"US Stocks Are Having A Free Fall; Financial, Tech, Retail Most Affected ",STX,0.0162166254816225,0.0125613025567252,-0.0648696304027747,-0.0278460721673662,-0.0231999891008545,-0.0039839150734987,0.006415032317568,-0.0257095060804561,-0.4211693821802894,1
2010-10-18,"Market Roundup (AAPL, IBM, STX, PETS, AGN, HAL)",STX,0.0264341302657391,-0.5333425652567036,0.2222228484866053,-0.0047060002070303,0.0151274748971426,0.0211382825230252,0.008196624628596,-0.0420852875750608,-0.350013465796876,1
2010-10-20,"Earnings Scheduled For October 20 (MS, EBAY, BA, WFC, GENZ, ETFC, STX, DAL, MTB, AMR, LCC, NFLX, ADS, ABT, UTX, STJ, MI, USB, MO, BLK, SWK)",STX,-0.0026230534110582,-0.1543803111392453,-0.0420852875750608,0.0264341302657391,0.2222228484866053,-0.0047060002070303,0.0151274748971426,0.0013148080098153,0.0954744459315382,2
2010-10-21,A Peek Into The Market Before The Trading Starts,STX,0.0013148080098153,0.0954744459315382,-0.0026230534110582,-0.0420852875750608,0.0264341302657391,0.2222228484866053,-0.0047060002070303,-0.0032826479900391,-0.5092417346216127,2
2011-01-19,"Benzinga's After Hours Decliners (MNKD, FFIV, RVBD, APKT, ARUN, NTAP, JNPR, STX, RAX, CRM) ",STX,-0.0308642645845786,0.6718189313792664,0.0224403123089957,0.0127843507649885,-0.0084509736432137,0.0056660051090955,-0.0139668451913397,-0.0580327170806364,1.1987191064308638,1
2011-01-20,"US Stock Futures Down As Investors Await Morgan Stanley Results, Economic Data",STX,-0.0580327170806364,1.1987191064308638,-0.0308642645845786,0.0224403123089957,0.0127843507649885,-0.0084509736432137,0.0056660051090955,-0.0022538091005139,-0.608500878268232,2
2011-04-08,"Benzinga's Top Pre-Market NASDAQ Gainers (EXPE, CRIS, STX, NXPI)",STX,0.0782845159811671,5.815026801126556,-0.0047425315569762,0.006135299068404,0.005482838946377,-0.0234271866937793,0.0367801241871939,-0.0063132177843499,-0.721481609854292,1
2011-04-19,"PREVIEW: Companies To Report After The Bell (INTC, IBM, ISRG, JNPR, STX, SYK, WYNN, YHOO)",STX,0.0050451135348623,0.4862737569591091,0.011338027631917,0.0321823606316913,0.0401701789094615,0.0204971466952965,0.0228715903108209,0.0161738597555669,-0.5847787577960659,0
2011-07-11,What Does David Einhorn Know About STX That You Don't?,STX,-0.0135773563168285,-0.2044572798605056,0.0180292560515455,0.019607749960951,0.0074072408964285,-0.0097798014360857,0.0123759930751943,-0.0065829711439722,-0.0320141371799613,1
2011-07-20,Earnings Scheduled For July 20,STX,0.0035444236992916,0.6349510590414249,0.0241983625629838,-0.0166567476973248,0.0077938612148922,-0.0089130552377822,0.0138555498624601,-0.1683344804359466,1.9593895925128264,1
2011-07-20,US Stock Futures Up After Upbeat Earnings From Apple,STX,0.0035444236992916,0.6349510590414249,0.0241983625629838,-0.0166567476973248,0.0077938612148922,-0.0089130552377822,0.0138555498624601,-0.1683344804359466,1.9593895925128264,1
2011-10-20,Earnings Scheduled For October 20,STX,0.0008300869893904,0.2739941768131286,-0.0041324588501225,0.0707967720829561,-0.0423729673450498,-0.0025360092651982,0.0571939276610395,0.2786066821942754,1.4936528053353832,0
2011-10-21,"End-of-Day Market Summary for October 21, 2011",STX,0.2786066821942754,1.4936528053353832,0.0008300869893904,-0.0041324588501225,0.0707967720829561,-0.0423729673450498,-0.0025360092651982,0.0207522738358463,-0.6355872716327878,0
2011-10-21,US Stock Futures Up Ahead Of EU Summit; GE Earnings In Focus,STX,0.2786066821942754,1.4936528053353832,0.0008300869893904,-0.0041324588501225,0.0707967720829561,-0.0423729673450498,-0.0025360092651982,0.0207522738358463,-0.6355872716327878,0
