date,title,stock,close,volume,1_past_close,2_past_close,3_past_close,4_past_close,5_past_close,next_close,next_volume,label
2010-09-07,Who Benefits From New $50 Billion Plan?,TEX,-0.0127328635058006,-0.1279501144526008,0.0169321652170812,0.0345187544576597,0.0658974947842592,0.0033060105402291,,0.0168651883596469,0.2127081824764662,0
2011-05-19,Morning News Summary for May 19,TEX,0.0003373415642502,-0.2749251413995786,0.0227822885571995,-0.0356191854384442,-0.0402554501759001,-0.0132410294798492,0.0255416204564831,-0.0094467700326666,-0.0759406546344447,1
2012-01-24,"Benzinga's M&A Chatter for Tuesday January 24, 2012",TEX,0.0315339005673425,0.5156807874167713,0.0080817107264274,-0.0101330731446016,0.0428246954704669,0.0645357043949264,0.0053571324804484,0.0865286881394045,1.1209333418221177,0
2012-01-25,Caterpillar Earnings Preview: High Expectations,TEX,0.0865286881394045,1.1209333418221177,0.0315339005673425,0.0080817107264274,-0.0101330731446016,0.0428246954704669,0.0645357043949264,-0.0305195637330578,-0.025905413721164,1
2012-03-28,Cascade Earnings Preview: Full-Year EPS Expected to Have Doubled,TEX,-0.0352439303684967,0.7028334485141672,-0.0211972666455152,0.0029182125130109,0.0199830616617637,-0.0392159486035298,-0.0028508773992732,-0.0013206507004568,0.0672985103132162,2
2012-10-01,"Esterline, Janus Capital and Other Stocks Insiders Are Buying",TEX,-0.018157733542645,0.6847533337712672,-0.0070360762899711,0.0388309158440982,-0.0117385670127755,-0.0542269512306957,-0.0113974121685064,0.0148849981548226,-0.4744024642258354,0
2013-04-08,These Are the 100 Highest-Paid CEOs in Business Today,TEX,-0.0012859150228481,-0.623536760283163,-0.0229269499815738,0.0179027564809794,-0.028269648918782,-0.0209852681638584,-0.044741314145841,0.027035809467101,0.4573219443249554,0
2013-04-08,These Are the 100 Highest-Paid CEOs in Business Today [DRAFT],TEX,-0.0012859150228481,-0.623536760283163,-0.0229269499815738,0.0179027564809794,-0.028269648918782,-0.0209852681638584,-0.044741314145841,0.027035809467101,0.4573219443249554,0
2013-06-17,"Market Wrap for Tuesday, June 17: Stocks Jump to Start Trading Week; Dow Rallies Triple Digits ",TEX,-0.0771897172186172,10.380444165424157,-0.0200679559777595,0.03021643793081,-0.0266254422553725,-0.0389764304329668,0.0138763782758464,0.0078527207022291,-0.7170340847187648,0
2013-06-17,"Market Wrap for Monday, June 17: Stocks Jump to Start Trading Week; Dow Rallies Triple Digits ",TEX,-0.0771897172186172,10.380444165424157,-0.0200679559777595,0.03021643793081,-0.0266254422553725,-0.0389764304329668,0.0138763782758464,0.0078527207022291,-0.7170340847187648,0
2013-10-23,"Earnings Scheduled For October 23, 2013",TEX,-0.033749184427656,0.0288517583058092,0.0297894153054902,0.0044000776466177,0.0342839857424113,-0.0187556368913798,0.000893888173332,0.0446139908349312,0.3696534793692758,0
2013-11-18,13F roundup ,TEX,-0.0099347654098156,-0.5152902398828054,-0.0117810094955937,-0.0019601426302046,0.0285060178605334,-0.0037293059743694,0.0020121190601436,-0.0180616224094971,0.2919342652058934,1
