date,title,stock,close,volume,1_past_close,2_past_close,3_past_close,4_past_close,5_past_close,next_close,next_volume,label
2023-01-19,Dow Drops 150 Points; Crude Oil Up 1%,SDRL,0.1199664741858805,0.8251968503937008,0.0164865836079055,0.0235671049887518,0.0241358023077553,0.00690067595562,-0.0115658177796562,,,2
