date,title,stock,close,volume,1_past_close,2_past_close,3_past_close,4_past_close,5_past_close,next_close,next_volume,label
2009-12-03,"IDC IT Predictions 2010: Apple (AAPL) To Launch iPad, IBM (IBM)To Buy Juniper (JNPR)",JNPR,0.0044778688627375,0.5911202618519691,0.000373353540275,0.0252580597290115,0.0179199242978962,-0.0206028393945119,,0.015230163540687,0.0728955837950828,0
2010-03-24,Verizon Wireless To Launch Smartphones In H1,JNPR,-0.0136008266845341,0.5341963692479157,0.0245520411950559,0.0083640616294642,-0.0119010401776058,-0.01433684428003,0.0095395042763415,0.0088638188165193,0.0388650619577821,0
2010-04-13,"Four Alternative Smartphone Stock Picks (AAPL, MSFT, T, JNPR, VZ, S, VMW, EMC, AVNW)",JNPR,-0.0110757922698814,-0.2620395864720245,-0.0015798200047715,0.0121520410928697,-0.0069862724682832,-0.0047406611597134,0.0252751308181242,0.0179199986764087,0.0967030388360905,0
2010-06-08,"Late Market Roundup (AAPL, MSFT, INTC, RIMM, JNPR, JBLU, XOI, BP)",JNPR,0.0016461527019642,0.0167484176306387,-0.0149980385443655,-0.0441687342201838,0.0205612388745337,0.0185260606166153,-0.0672427566968236,-0.0147904467056126,0.1316672503982556,1
2010-07-21,"Stocks To Watch For July 21 (AAPL, YHOO, JNPR. EBAY, SBUX, MS, WFC, KO, UTX, LCC)",JNPR,-0.0067443960624243,0.5323793046147229,0.0033836525530064,0.0270270956939957,-0.0357411686742339,-0.0088559019357152,0.0138420966330237,0.0339495406170844,-0.3094656400900699,0
2010-09-10,PROFILE: Nokia's New CEO Stephen Elop,JNPR,-0.0007066989915712,-0.2160732367589014,-0.0190642927861944,0.0098006134843162,-0.0144877744760165,0.0251061379866956,0.0235249978034013,0.0332391731275769,0.180123896138131,0
2010-09-10,"Nokia CEO Finally Walks The Plank, Replacement A Surprise",JNPR,-0.0007066989915712,-0.2160732367589014,-0.0190642927861944,0.0098006134843162,-0.0144877744760165,0.0251061379866956,0.0235249978034013,0.0332391731275769,0.180123896138131,0
2010-10-05,"Equties Surge; Deutsche Bank, Harley & Juniper Leading (DB, HOG, JNPR)",JNPR,0.0598376647123548,2.029345610458986,0.0148516395044722,-0.0016474120144538,-0.0184346648313582,-0.0108765920963711,0.0074117962392983,-0.0420378355158354,-0.1874891237514067,1
2010-10-19,"Earnings Scheduled For October 19 (GS, BAC, KO, YHOO, UNH, JNPR, SLM, NYT, HOG, JNJ, ITW, EMC, LMT, GILD, BK, MICC, STT, WDC, BSX, MNI, OXY, BTU)",JNPR,-0.0447292351339384,1.7119477816668245,0.0009391678387256,0.0204472298912108,-0.0107457412671865,-0.0084612683410826,0.007260098036212,0.0520630788168166,0.2863331938049394,0
2011-01-19,"Benzinga's After Hours Decliners (MNKD, FFIV, RVBD, APKT, ARUN, NTAP, JNPR, STX, RAX, CRM) ",JNPR,-0.0276680794054173,0.2090993227041353,-0.0201388304845996,0.0133432093579062,-0.002609792960759,0.0124179232810432,0.0063808960536186,-0.0517617638968438,1.6418767287719849,1
