,Start,Stock,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%]
0,2022-03-04,AAL,2023-03-01,362 days,99.19678714859438,10051.859924316406,10181.619918823242,0.5185992431640625,9.86977737489741,0.5248637955993063,4.468997446177566,0.11744553491482393,0.17492225717633406,0.14715764426443576,-3.5666770708570827,-0.777964735136712,266 days,39 days,31,61.29032258064516,32.16510211593886,-37.41704883416115,2.1074773624193632,312 days,145 days,1.620303865783773,3.9471280420638895
1,2022-06-14,AAN,2022-11-02,141 days,97.97979797979798,10038.931228637695,10053.774354934692,0.38931228637695314,-40.33194157816803,0.9939600155339567,0.6713631830156568,1.4805101630227118,2.4847495992727815,4.149355486930748,-0.23954563995893796,-0.07061922050469993,30 days,10 days,9,66.66666666666666,29.202403964520784,-7.095209832350546,9.559800760423665,105 days,39 days,10.144678745450186,10.220255582348162
2,2022-03-02,AAPL,2023-03-13,376 days,99.22779922779922,9612.20295715332,10619.502349853516,-3.8779704284667966,-9.112935164407656,-3.775164520971619,29.265669743223977,0.0,0.0,0.0,-22.96670706967624,-11.45224317571536,208 days,91 days,112,53.57142857142857,32.060793398781826,-21.135449234125826,0.27469020674653066,79 days,47 days,1.2215878546362173,0.899067928976279
3,2022-05-16,AAP,2022-11-21,189 days,75.0,10338.100341796875,10377.661987304688,3.3810034179687496,-29.396375794888137,6.553738407579002,4.019348629341864,1.6305473876378134,3.6736093164546597,3.295664546434726,-1.9885938982075357,-0.5397560667297587,89 days,22 days,8,75.0,11.62154644284119,-5.723234357979368,3.8365533797224405,90 days,23 days,4.082315226179829,4.019648351247159
4,2022-05-06,AAWW,2022-08-05,91 days,39.682539682539684,10875.719985961914,10875.719985961914,8.75719985961914,40.29283857305078,39.90462431651052,9.534396044011267,4.18533320121261,39.354170475878504,95.92456360995057,-0.41600006103515996,-0.27776008133068386,10 days,8 days,5,80.0,68.92464231802326,-2.576568102701471,37.52238962675369,35 days,22 days,80.22126164530167,40.82379516221034
5,2022-03-22,AA,2023-02-27,342 days,95.74468085106383,9588.820358276367,10000.0,-4.111796417236328,-46.21461908641599,-4.402602819188273,2.8173984423940284,0.0,0.0,0.0,-4.825268096923829,-4.825268096923829,340 days,340 days,10,30.0,27.591162074969855,-33.44976787597205,-10.247698476701538,127 days,49 days,0.38099396556643356,-8.406522277476538
6,2022-03-02,ABBV,2023-02-28,363 days,97.6,10449.583587646484,10993.87710571289,4.495835876464844,6.811684287904008,4.532605681743229,17.816689311568645,0.2544022406452438,0.37374889546747614,0.4037496465171693,-11.226277770996095,-4.634076987433504,229 days,50 days,28,71.42857142857143,13.572065977197468,-16.420335271034347,1.7723691676902575,306 days,156 days,1.8954955245113378,2.05183521827534
7,2022-04-21,ABB,2022-07-26,96 days,93.93939393939394,9989.775230407715,10015.162246704102,-0.10224769592285157,-13.302756450422617,-0.3898381677122087,0.6947054603516719,0.0,0.0,0.0,-0.47591719655083464,-0.1509128357820244,54 days,18 days,4,25.0,3.631082590283796,-5.590464955030283,-1.7676163131293054,90 days,56 days,0.34770848369300317,-1.70295267424605
8,2022-03-03,ABC,2022-12-23,295 days,88.83495145631069,10843.176696777344,11144.329040527344,8.431766967773438,17.95169918312843,10.409647501481523,18.372931013804163,0.5665752238257699,0.8857765393092233,0.973787380246353,-10.689856649043906,-3.6545677486977497,170 days,32 days,12,83.33333333333334,20.469039978048208,-12.895541362743234,6.461851052702916,259 days,159 days,4.9085727094975296,6.902679283665436
9,2022-04-28,ABG,2022-05-03,5 days,0.0,10000.0,10000.0,0.0,12.044652219127691,0.0,0.0,,,,-0.0,,,,0,,,,,,,,
10,2022-04-19,ABMD,2022-11-04,199 days,92.85714285714286,9637.599975585938,10249.960021972656,-3.624000244140625,15.636007268282452,-6.428409137583557,7.5289972726587395,0.0,0.0,0.0,-5.974267656400745,-1.602532745003484,141 days,37 days,1,0.0,-31.543766352781823,-31.543766352781823,-31.543766352781823,187 days,187 days,0.0,-31.543766352781823
11,2022-03-08,ABM,2022-03-11,3 days,0.0,10000.0,10000.0,0.0,4.379388112275416,0.0,0.0,,,,-0.0,,,,0,,,,,,,,
12,2022-03-04,ABNB,2023-02-17,350 days,95.0413223140496,10883.73989868164,10883.73989868164,8.837398986816407,-7.778550162655273,9.218928826059525,21.10566282637069,0.4367988298638429,0.6924722950331852,0.572434737808266,-16.10476831185489,-3.664430788399145,154 days,38 days,25,56.00000000000001,56.51099607447618,-36.694834560641034,3.4856948582093983,248 days,90 days,1.9840130651108039,6.054316744784578
13,2022-03-02,ABT,2023-02-27,362 days,96.78714859437751,9430.986419677734,10452.561096191406,-5.690135803222656,-15.63200660833797,-5.756679623928596,10.057937768556076,0.0,0.0,0.0,-9.77343894106395,-2.9709501757198815,182 days,39 days,24,12.5,5.330209579148737,-11.884922728572844,-4.84589998479149,275 days,119 days,0.08625726822017855,-4.747453662398807
