,Start,Stock,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%]
0,2022-03-04,AAL,2023-03-01,362 days,96.3855421686747,10212.020004272461,10290.579990386963,2.1202000427246093,9.86977737489741,2.1460167886342862,2.0103518153232436,1.0674831998444159,1.726218177065249,2.11125925817238,-1.016462938091267,-0.28136687924947706,83 days,20 days,37,62.16216216216216,35.481242253341016,-12.322278890261472,8.280133374057662,182 days,64 days,5.952172073820628,9.186397476258708
1,2022-06-14,AAN,2022-11-02,141 days,93.93939393939394,9909.997631072998,10026.19080734253,-0.9000236892700195,-40.33194157816803,-2.2750624204557313,1.5814923611585034,0.0,0.0,0.0,-1.6596665659709964,-0.9238634131000012,105 days,65 days,5,0.0,-0.6776275144775301,-32.40260852880079,-22.54921346828943,132 days,94 days,0.0,-21.779560411767456
2,2022-03-02,AAPL,2023-03-13,376 days,99.22779922779922,8859.523834228516,10364.412139892578,-11.404761657714843,-9.11292678768105,-11.114335830087407,22.866479765635265,0.0,0.0,0.0,-22.974036913147,-8.075379293955526,208 days,75 days,165,47.27272727272727,17.814884295779798,-16.229143466296815,-0.7168498281267421,45 days,25 days,0.8899529799977077,-0.39863452224525586
3,2022-05-16,AAP,2022-11-21,189 days,98.48484848484848,8659.302124023438,10197.584045410156,-13.406978759765625,-29.39638104508505,-24.028769902815895,11.584935840473614,0.0,0.0,0.0,-15.084768260175174,-1.6330608836227722,96 days,16 days,10,20.0,12.179322493624678,-29.13003951048083,-10.012794065927755,141 days,38 days,0.17743622987146665,-8.998802705879406
4,2022-05-06,AAWW,2022-08-05,91 days,33.33333333333333,9789.47998046875,10020.320007324219,-2.1052001953125,40.29283857305078,-8.158601055693515,1.7850878215242134,0.0,0.0,0.0,-2.303719109636615,-2.303719109636615,30 days,30 days,3,33.33333333333333,2.3867530720266705,-47.959363040512095,-32.3356127231728,28 days,22 days,0.02657356714332211,-29.143352822273588
5,2022-03-22,AA,2023-02-27,342 days,90.63829787234042,9348.99887084961,10000.0,-6.510011291503906,-46.214623688965204,-6.964168650517244,3.2202920981311793,0.0,0.0,0.0,-7.2818190002441385,-7.2818190002441385,340 days,340 days,10,20.0,6.199518598177645,-35.91036142988111,-19.545944435862772,125 days,52 days,0.03808632996292154,-18.41169716716324
6,2022-03-02,ABBV,2023-02-28,363 days,97.6,9434.176177978516,10204.197265625,-5.658238220214844,6.811684287904008,-5.702188397986552,12.91257118443046,0.0,0.0,0.0,-13.413910822733211,-3.416718410964342,326 days,85 days,26,42.30769230769231,10.199414851787282,-13.335429037022461,-2.6207631306052193,259 days,114 days,0.4858714643884871,-2.3607650942851945
7,2022-04-21,ABB,2022-07-26,96 days,83.33333333333334,10006.95906829834,10006.95906829834,0.06959068298339843,-13.302756450422617,0.26597054443351364,0.3158916820987986,0.8419675461740346,1.2646607994358954,1.6647292602067445,-0.1597680480491359,-0.11816013136730086,48 days,42 days,3,66.66666666666666,5.034477284389515,-1.4089240369792755,2.5839865196956913,39 days,26 days,6.588600318925294,2.6246377741346305
8,2022-03-03,ABC,2022-12-23,295 days,88.83495145631069,10359.784423828125,10437.863952636719,3.59784423828125,17.951711708497292,4.418764098727523,3.157110565111164,1.3996228537444129,2.211206034632366,2.5731119517362275,-1.7172840442274295,-0.4165005639507926,51 days,14 days,13,69.23076923076923,19.815518323847247,-2.731397344731068,3.6445968945776563,91 days,31 days,14.530317049197768,3.786181156493461
9,2022-04-28,ABG,2022-05-03,5 days,0.0,10000.0,10000.0,0.0,12.044652219127691,0.0,0.0,,,,-0.0,,,,0,,,,,,,,
10,2022-04-19,ABMD,2022-11-04,199 days,2.142857142857143,10033.52001953125,10034.47998046875,0.3352001953125,15.636007268282452,0.6041691569919516,0.467328365236855,1.292815078078434,46.903687756729965,63.15385422288585,-0.009566623675250074,-0.009566623675250074,2 days,2 days,1,100.0,1.1089943253880463,1.1089943253880463,1.1089943253880463,2 days,2 days,,1.1089943253880463
11,2022-03-08,ABM,2022-03-11,3 days,0.0,10000.0,10000.0,0.0,4.379388112275416,0.0,0.0,,,,-0.0,,,,0,,,,,,,,
12,2022-03-04,ABNB,2023-02-17,350 days,99.17355371900827,9723.439758300781,10751.720153808594,-2.765602416992188,-7.778550162655273,-2.878223184000961,37.864147802736255,0.0,0.0,0.0,-38.893314775105004,-10.387170744030069,325 days,86 days,26,50.0,47.675026756619346,-44.904532580858344,-5.211291118345596,293 days,148 days,0.9333096952214242,-0.8948810122115347
13,2022-03-02,ABT,2023-02-27,362 days,96.78714859437751,9395.886123657227,10347.98796081543,-6.0411387634277345,-15.632012078630138,-6.111652919783161,12.446360321809271,0.0,0.0,0.0,-9.997416658253378,-3.3936639844706478,236 days,44 days,21,19.047619047619047,6.014130705328435,-13.39693476934839,-4.587282272955595,243 days,132 days,0.1510021546566196,-4.452244995290325
14,2022-04-25,AB,2023-01-18,268 days,47.02702702702703,10005.711288452148,10021.594375610352,0.05711288452148437,-0.8103674832332189,0.07780505510821545,0.3995338127753524,0.1947396005553183,0.272716434631378,0.3361547596740949,-0.2314560566795132,-0.144380620359299,49 days,31 days,3,66.66666666666666,1.9523663469962038,-3.924466348605482,-0.16451872020400993,78 days,44 days,0.9022592373762777,-0.1278601112679449
15,2022-04-07,ACAD,2022-08-10,125 days,77.90697674418605,9948.559997558594,10004.800003051758,-0.5144000244140625,-40.31781250085905,-1.4998404994895465,0.7849246053552713,0.0,0.0,0.0,-0.6189029081046904,-0.6189029081046904,112 days,112 days,4,0.0,-1.3382068951114934,-28.775318802532755,-16.118106866105308,91 days,35 days,0.0,-15.251944102553857
16,2022-03-04,ACB,2022-09-28,208 days,98.61111111111111,9953.000000476837,10018.259999752045,-0.4699999952316284,-61.07784473881922,-0.8210497668169059,0.5626969982025004,0.0,0.0,0.0,-0.6683795560180505,-0.18598831638122204,187 days,51 days,7,14.285714285714285,0.8333325054910912,-63.10975461276351,-47.23920701901021,203 days,129 days,0.0028053128801264738,-42.317395730843444
17,2022-04-27,ACGL,2022-05-02,5 days,0.0,10000.0,10000.0,0.0,-4.277069109134087,0.0,0.0,,,,-0.0,,,,0,,,,,,,,
18,2022-04-07,ACHC,2022-08-01,116 days,0.0,10000.0,10000.0,0.0,15.524538099962285,0.0,0.0,,,,-0.0,,,,0,,,,,,,,
19,2022-03-08,ACHV,2022-08-29,174 days,70.24793388429752,9973.519994735718,10000.880001068115,-0.2648000526428223,-31.111109698260268,-0.5506939551025103,0.4389281761182924,0.0,0.0,0.0,-0.2735759886077549,-0.1591879920150585,115 days,62 days,5,0.0,-1.6736484734677592,-36.74293515675524,-11.085677348488932,121 days,48 days,0.0,-9.89238862749974
20,2022-03-07,ACIU,2022-05-16,70 days,24.0,9999.719999313354,10001.279998779297,-0.002800006866455078,-15.774646487365596,-0.014111236451241904,0.10140561642919205,0.0,0.0,0.0,-0.05159339452591727,-0.05159339452591727,17 days,17 days,3,33.33333333333333,17.71653757645819,-12.573101086686766,0.06915221540120253,15 days,9 days,1.1652025827885515,0.8372843798248616
21,2022-03-14,ACI,2022-12-16,277 days,98.96907216494846,9907.688873291016,10009.540420532227,-0.9231112670898437,-20.87825790618489,-1.1974347640978822,1.8613318488488195,0.0,0.0,0.0,-1.8530503798331655,-0.5275828910704272,252 days,69 days,10,40.0,5.594961000717347,-21.050480771989122,-5.428881823594134,190 days,102 days,0.19669578768776566,-4.989473991298491
22,2022-11-14,ACM,2022-11-18,4 days,60.0,10009.081298828125,10009.081298828125,0.09081298828125,2.122491764734696,4.681160337791046,0.44393769963961177,10.544633496076607,inf,,-0.0,,,,1,100.0,1.4283946477345544,1.4283946477345544,1.4283946477345655,2 days,2 days,,1.4283946477345544
23,2022-05-24,ACN,2022-12-20,210 days,77.3972602739726,10029.58349609375,10798.327880859375,0.2958349609375,-5.481237069451237,0.511167464586415,8.779085974389831,0.0582255904632421,0.08025420340129402,0.07180220101789164,-7.1191057842230006,-1.3436649574264816,69 days,15 days,11,54.54545454545454,19.268982822563817,-9.14912343383566,0.7400454065227713,68 days,26 days,1.4436870960514179,1.0720852217469858
24,2022-03-09,ACOR,2022-11-01,237 days,89.0909090909091,9995.200000166893,10000.239999771118,-0.047999998331069944,-64.44444391462538,-0.07329981072589087,0.1508019367818135,0.0,0.0,0.0,-0.1291968976561697,-0.1291968976561697,211 days,211 days,10,20.0,81.3559491550132,-69.4029861036667,-22.03896232904954,155 days,86 days,0.5158703943511461,-12.00598601222356
25,2022-03-14,ACRX,2022-08-17,156 days,73.39449541284404,10017.199996471405,10025.199999332428,0.1719999647140503,-3.1250044237821637,0.3981000274974278,0.5490750257356279,0.7250375792708289,1.0473437881970977,1.1728963187367576,-0.3394162136395762,-0.06425987479911784,31 days,9 days,7,71.42857142857143,23.076920255401323,-3.846159489197354,12.207127389072415,96 days,45 days,13.622410993306588,12.752188590711496
26,2022-03-08,ACTG,2022-03-18,10 days,44.44444444444444,10001.760000228882,10001.760000228882,0.017600002288818358,6.145252326778909,0.49397274516045364,0.07717800462382061,6.400434263209642,inf,,-0.0,,,,1,100.0,13.134330440189036,13.134330440189036,13.134330440189036,3 days,3 days,,13.134330440189036
27,2022-03-04,ADAP,2022-09-14,194 days,98.50746268656717,10000.0,10012.800002098083,0.0,-19.512194412794216,0.0,0.18788944250474923,0.0,0.0,0.0,-0.12783639037433625,-0.02847882246903022,48 days,15 days,4,75.0,33.082701038617635,-23.706895178549313,3.154099351175743,138 days,89 days,1.876330460293126,5.193768590984751
28,2022-03-14,ADBE,2023-01-23,315 days,96.7741935483871,10962.120361328125,11766.880004882812,9.62120361328125,-11.304979104172995,11.25746841651063,25.554169891819754,0.4405335201326302,0.7277791611365214,0.5298950923414917,-21.24471160275577,-2.7706505894140503,161 days,19 days,20,75.0,16.173223382385228,-22.75353372097133,3.41343508965255,146 days,53 days,2.2103443711989983,4.100864154555454
29,2022-03-02,ADDYY,2023-01-09,313 days,83.79629629629629,10370.93179321289,10370.93179321289,3.709317932128906,-32.50164256416541,4.3407788961455696,6.820759215594925,0.6364069979513205,1.201276385574288,0.7451363353133877,-5.8254827880859334,-3.0294432637970656,294 days,148 days,13,61.53846153846154,53.891727593368714,-25.62799945929801,9.477584365578151,133 days,55 days,3.7212933860804744,11.45599314581516
30,2022-03-25,ADI,2022-08-23,151 days,89.42307692307693,10025.172607421875,10271.72509765625,0.25172607421875004,-0.27444225849564574,0.6110445304361223,4.685565245183973,0.1304099929169016,0.17837805973519383,0.25456978483972387,-2.4003026550100337,-0.958980773922494,47 days,18 days,7,42.857142857142854,19.046958115400336,-8.489723468912015,2.6097199070010735,112 days,39 days,2.109240941839369,3.0544585963218105
31,2022-05-11,ADMA,2022-11-16,189 days,52.27272727272727,9996.119998931885,10000.0,-0.038800010681152346,120.97903508662972,-0.07405968376679173,0.057189432903649584,0.0,0.0,0.0,-0.04120000839233917,-0.04120000839233917,98 days,98 days,3,33.33333333333333,2.8571400458580865,-48.58491817968758,-19.380380195885373,92 days,34 days,0.05771726255974054,-15.548402818970242
32,2022-03-22,ADMP,2022-10-18,210 days,95.2054794520548,10003.47999984026,10003.519999861717,0.034799998402595525,-75.0,0.06007333845923224,0.03399895761769623,1.7669170665386655,2.6916954533724526,2.503786437522682,-0.023992996191268823,-0.006265010639731432,133 days,28 days,4,75.0,68.88888793227112,0.0,30.618642759101622,174 days,85 days,,32.89070316328853
33,2022-03-03,ADM,2022-08-02,152 days,96.19047619047619,9902.666809082031,10118.452209472656,-0.9733319091796875,1.5154510370366505,-2.320101367462646,5.420731620124478,0.0,0.0,0.0,-4.805792827985112,-0.9508282462118711,104 days,24 days,4,25.0,6.7663600565832205,-12.052350193918993,-3.5183193501794996,141 days,77 days,0.3398357676328729,-3.286079128595057
34,2022-03-07,ADPT,2022-11-16,254 days,98.87640449438202,9995.500007629395,10140.700004577637,-0.04499992370605469,-23.418801844324648,-0.06370179746314486,3.0313774647283966,0.0,0.0,0.0,-2.5284249980843776,-0.6124992721667987,97 days,28 days,9,44.44444444444444,39.95381543883483,-28.39313164038535,-0.44725845804497455,246 days,144 days,1.1740102034140556,1.0363478114758093
35,2022-04-27,ADP,2022-10-31,187 days,52.307692307692314,9663.108764648438,10146.081176757812,-3.3689123535156247,6.972554449729236,-6.42720095505831,3.9363406397067653,0.0,0.0,0.0,-5.960798105343379,-2.137833979963159,137 days,48 days,6,16.666666666666664,0.042225598820955224,-10.926536153722832,-6.563741813502178,49 days,26 days,0.0010885082559783596,-6.4583242978580815
36,2022-03-08,ADSK,2022-11-28,265 days,73.91304347826086,9718.120056152344,10908.280090332031,-2.8187994384765624,-0.3061958938866792,-3.840301012376679,22.9510598637881,0.0,0.0,0.0,-12.2270410793487,-5.244314246349787,210 days,37 days,9,22.22222222222222,5.911536235273651,-9.509201243838728,-3.2912086215710845,96 days,69 days,0.2127697913819906,-3.179140733350753
37,2022-06-30,ADT,2022-07-08,8 days,50.0,10001.974800109863,10001.974800109863,0.01974800109863281,8.130073576104612,0.8327826627355428,0.1344027593590856,6.196172360647645,inf,,-0.0,,,,1,100.0,3.9308176339406087,3.9308176339406087,3.9308176339406087,2 days,2 days,,3.9308176339406087
38,2022-04-20,ADVM,2022-07-20,91 days,25.396825396825395,9997.119999408722,10000.39999961853,-0.028800005912780764,52.63158169919878,-0.11515026678539098,0.040401358357544215,0.0,0.0,0.0,-0.03839846558871818,-0.020399231649947946,77 days,41 days,3,0.0,-7.272731016490008,-22.14286194772146,-15.984663881909611,12 days,10 days,0.0,-15.757578708486555
39,2022-08-11,AEG,2022-11-01,82 days,96.55172413793103,9998.803903579712,10000.0,-0.011960964202880859,-6.5168970564256234,-0.051957932619928204,0.06923754507457594,0.0,0.0,0.0,-0.04716096878051301,-0.04716096878051301,81 days,81 days,2,50.0,0.4357294174649917,-6.850321461247755,-3.2758773157286925,80 days,42 days,0.06360714893890915,-3.2072960218913815
40,2022-04-28,AEM,2022-08-01,95 days,18.461538461538463,9994.584259033203,10000.0,-0.05415740966796875,-22.54236663105207,-0.2098005976655659,0.5895257182690485,0.0,0.0,0.0,-0.32533172607421834,-0.32533172607421834,31 days,31 days,4,25.0,8.807890171978006,-9.322930731162849,-2.479374252717892,13 days,6 days,0.49392027194392796,-2.256181268607868
41,2022-03-02,AEO,2022-06-17,107 days,94.73684210526315,9905.578258514404,10024.73129272461,-0.944217414855957,-43.93716739568121,-3.096738354417472,1.8501009328440245,0.0,0.0,0.0,-1.2650222238613673,-0.5438859016579367,59 days,33 days,5,0.0,-2.0644130389325,-29.16045864549043,-21.57576469112993,101 days,70 days,0.0,-21.00409661087575
42,2022-03-03,AEP,2022-12-02,274 days,34.55497382198953,9968.393920898438,10015.129455566406,-0.316060791015625,3.7779033257374808,-0.4167910582178469,1.0248723362536574,0.0,0.0,0.0,-1.1794240916548904,-0.7559208470969747,189 days,108 days,2,50.0,1.3232508980224988,-5.252712827912043,-2.0198839047204653,90 days,47 days,0.25191761692947756,-1.964730964944772
43,2022-03-07,AER,2022-06-17,102 days,30.136986301369863,10096.080017089844,10096.080017089844,0.9608001708984374,-9.819999130850462,3.3559867797582132,1.4142973300893875,2.37290045619057,5.8037659782025965,9.531154976275081,-0.3521070413934013,-0.27457786690471275,22 days,12 days,2,100.0,21.348549279358586,4.340149317045993,12.523445340138718,30 days,16 days,,12.84434929820229
44,2022-06-14,AES,2022-06-17,3 days,0.0,10000.0,10000.0,0.0,1.7979932711387785,0.0,0.0,,,,-0.0,,,,0,,,,,,,,
45,2022-06-15,AEZS,2022-07-22,37 days,11.538461538461538,10002.639999389648,10002.639999389648,0.026399993896484376,13.647057028377757,0.2561706518560358,0.05999269771403716,4.2700305473360425,inf,,-0.0,,,,1,100.0,13.199996948242188,13.199996948242188,13.199996948242188,2 days,2 days,,13.199996948242188
46,2022-04-27,AFL,2022-11-25,212 days,6.081081081081082,9995.3662109375,10011.233428955078,-0.046337890624999996,21.543398803352876,-0.07888680545614646,0.22616194191498917,0.0,0.0,0.0,-0.15928853262026088,-0.15928853262026088,116 days,116 days,4,75.0,0.7499968955933412,-2.513087109722356,-0.25909060409962104,4 days,2 days,0.6020838278621259,-0.24999950073743837
47,2022-03-30,AFMD,2022-06-17,79 days,55.35714285714286,10001.959999084473,10003.79999923706,0.019599990844726564,-42.05607716116126,0.08823021631612082,0.10139904099419046,0.8701287058639526,1.3321668173240138,3.3433244014252232,-0.026389965711526298,-0.011312019567563272,12 days,6 days,3,66.66666666666666,21.739126639441487,-10.769230063850333,3.5465532188256654,36 days,15 days,2.223164291894699,4.3908458884335335
48,2022-03-08,AFRM,2023-02-14,343 days,98.73417721518987,9670.200037002563,10268.240036010742,-3.297999629974365,-61.785295075969,-3.5030356067491386,3.450659135171323,0.0,0.0,0.0,-6.834666900954234,-2.691530305865171,322 days,111 days,22,31.818181818181817,46.91358253106394,-59.972639070245016,-13.464637791807178,104 days,47 days,0.41267158783125546,-9.098159200772473
49,2022-07-05,AGCO,2022-08-02,28 days,66.66666666666666,10154.070373535156,10181.750427246094,1.5407037353515625,9.196353999038436,20.13845093864759,4.725570484977449,4.261591484598012,17.98111615374211,74.07669204327846,-0.2718594794551832,-0.11930869676238354,5 days,3 days,2,100.0,16.779251824555107,3.846531018882504,10.123204625367466,19 days,12 days,,10.312891421718806
50,2022-04-18,AGEN,2022-06-17,60 days,88.63636363636364,10004.079999446869,10004.479999542236,0.04079999446868896,-30.83700151348535,0.23389815527610214,0.09603285061347518,2.4356056680804383,4.366296390384306,11.249017326662011,-0.020792763357357913,-0.007597739728336186,20 days,8 days,2,100.0,36.057687899064575,16.167663944007327,25.71994179467776,52 days,47 days,,26.11267592153595
51,2022-03-02,AGIO,2022-06-17,107 days,50.0,9870.63998413086,10009.399978637695,-1.2936001586914063,-44.29634144971511,-4.225422448890148,1.9718621065292128,0.0,0.0,0.0,-1.4022817879245197,-0.8711410084031757,44 days,27 days,5,20.0,0.46893274449253397,-31.302609757399026,-23.0506024150017,52 days,41 days,0.004193763768511268,-22.269549603390253
52,2022-03-07,AGLE,2022-11-02,240 days,86.90476190476191,9985.399998664856,10000.0,-0.14600001335144044,-47.63948203613157,-0.2189200655500989,0.3067232414926552,0.0,0.0,0.0,-0.34852001309394476,-0.34852001309394476,239 days,239 days,11,54.54545454545454,136.1702164086134,-76.81614281935634,-10.601938946954348,119 days,65 days,1.7757309982046048,18.86405697070953
