,date,title,stock,close,volume,1_past_close,2_past_close,3_past_close,4_past_close,5_past_close,next_close,next_volume
0,2013-05-22,"PreMarket Info Recap for May 22, 2013",ZTS,0.015435916203948352,14.36634365398251,-0.019875731288401255,-0.005604720084096737,0.0152739859710751,0.01829857248361666,-0.008766648434219038,-0.021162258274012635,-0.653599169422441
2,2014-06-10,Conferences/Events Scheduled for Week of Jun. 9th to Jun. 13th,ZTS,0.01530781307727147,0.45475638051044087,0.008506547017166577,0.00411266284443057,0.007650551944435868,0.0038399974282490312,0.010672696527534997,-0.011384711682611348,-0.22395361869046082
5,2014-08-01,"Spin-Offs: Why Do Companies Do It, And What They Might Mean To Your Portfolio ",ZTS,-0.005165743263722988,0.7920871215905685,-0.006940269034967694,0.0033303854998478766,0.005173542595866332,0.0012187477957290582,-0.002128714959537037,0.015272346063721853,-0.1310141049227853
7,2014-08-01,"Spin-Offs - Why Do Companies Do It, and Should Your Portfolio Care?",ZTS,-0.005165743263722988,0.7920871215905685,-0.006940269034967694,0.0033303854998478766,0.005173542595866332,0.0012187477957290582,-0.002128714959537037,0.015272346063721853,-0.1310141049227853
9,2014-08-01,"Spin-Offs: Why Do Companies Do It, And What They MIght Mean To Your Portfolio ",ZTS,-0.005165743263722988,0.7920871215905685,-0.006940269034967694,0.0033303854998478766,0.005173542595866332,0.0012187477957290582,-0.002128714959537037,0.015272346063721853,-0.1310141049227853
11,2014-11-11,Markets Little Changed As Investors And Traders Salute Veterans,ZTS,0.08864531647080254,1.6863521068777305,-0.0017396637519175862,0.013094588622544645,0.011204442944560355,0.0038347306871269193,0.03711524761234819,-0.024702663463235797,0.058649924611315685
16,2014-11-12,"All's Quiet On The Market Front: Dow, S&P 500, Nasdaq Virtually Flat",ZTS,-0.024702663463235797,0.058649924611315685,0.08864531647080254,-0.0017396637519175862,0.013094588622544645,0.011204442944560355,0.0038347306871269193,0.01407115335034792,-0.7127560717070824
17,2014-11-12,"All Quiet On The Market Front: Dow, S&P 500, Nasdaq Virtually Flat",ZTS,-0.024702663463235797,0.058649924611315685,0.08864531647080254,-0.0017396637519175862,0.013094588622544645,0.011204442944560355,0.0038347306871269193,0.01407115335034792,-0.7127560717070824
23,2014-12-09,Zoetis Inc. Spikes Briefly On Remarks From Sanofi CEO,ZTS,-0.006349276048420505,-0.06355594043434709,0.0027289634754610326,-0.0004548648626842011,-0.01960795594079756,0.0031294062928794997,0.008338872093287542,-0.023961603838143164,-0.2033544877606528
27,2015-02-11,"Earnings Scheduled For February 11, 2015",ZTS,0.042359269588141624,0.7199601089706169,0.02425951634446144,-0.01809417070136632,0.005990606270657173,-0.001380346910141883,-0.0009198476405727352,0.0004368935967902221,-0.011525788066920284
30,2015-02-18,What Steven Cohen Is Doing With His Personal Wealth,ZTS,-0.007575611651893466,-0.19204595887371168,0.01627795431646306,-0.007206827407770455,0.0004368935967902221,0.042359269588141624,0.02425951634446144,-0.004362103508907311,-0.10622844761817574
32,2015-02-19,ValueWalk On What Might Be Pershing Square's 'Big Secret Short',ZTS,-0.004362103508907311,-0.10622844761817574,-0.007575611651893466,0.01627795431646306,-0.007206827407770455,0.0004368935967902221,0.042359269588141624,-0.0010951052368346481,0.26775471182736954
36,2015-05-04,"Ira Sohn Conference Live Blog: Movers, Shakers, Hedgie Comments",ZTS,0.01770891872076552,-0.18032253089064454,0.004277565034652042,-0.017691277212794065,-0.011152355907827816,-0.02348960309693926,-0.022542124120489726,0.006167441053354761,0.6059712726588471
80,2015-05-18,Portfolio Manager Minyi Chen On Why Certain Companies Are Likely M&A Targets,ZTS,0.005162744958687071,0.020872329154158598,0.004537388794109587,0.01446726483855243,0.0008775332699397786,-0.01106516034671412,0.004139288802088803,0.01540773760397851,0.33041583062339996
82,2015-06-26,Mid-Day Market Update: Nike Jumps On Strong Results; SYNNEX Shares Slide,ZTS,-0.12206561831808427,5.450636597379264,0.11406155976348464,-0.01505840249907775,0.00497786238292286,-0.0003976290110125902,-0.0051488497447861326,-0.03188014077645307,-0.7527097049939251
84,2015-06-26,Mid-Morning Market Update: Markets Gain; Finish Line Beats Q1 Views,ZTS,-0.12206561831808427,5.450636597379264,0.11406155976348464,-0.01505840249907775,0.00497786238292286,-0.0003976290110125902,-0.0051488497447861326,-0.03188014077645307,-0.7527097049939251
86,2015-06-26,Mid-Afternoon Market Update: US Stocks Mixed; Micron Technology Shares Fall On Downbeat Results,ZTS,-0.12206561831808427,5.450636597379264,0.11406155976348464,-0.01505840249907775,0.00497786238292286,-0.0003976290110125902,-0.0051488497447861326,-0.03188014077645307,-0.7527097049939251
91,2015-06-26,Must Watch Stocks for Today,ZTS,-0.12206561831808427,5.450636597379264,0.11406155976348464,-0.01505840249907775,0.00497786238292286,-0.0003976290110125902,-0.0051488497447861326,-0.03188014077645307,-0.7527097049939251
92,2015-06-26,Morning Market Losers,ZTS,-0.12206561831808427,5.450636597379264,0.11406155976348464,-0.01505840249907775,0.00497786238292286,-0.0003976290110125902,-0.0051488497447861326,-0.03188014077645307,-0.7527097049939251
99,2016-05-11,Jefferies Updates Price Targets And Sees 'Rich Catalyst Environment' Ahead For Global Pharma,ZTS,-0.012027305827477575,-0.5476259760415151,-0.01978939481675457,0.0033795241793046493,-0.018656885151102198,0.02529284279221966,-0.022845580075857352,0.00543460639027038,0.10272491735906364
