,date,title,stock,close,volume,1_past_close,2_past_close,3_past_close,4_past_close,5_past_close,next_close,next_volume
0,2023-01-19,Dow Drops 150 Points; Crude Oil Up 1%,SDRL,0.11996647418588058,0.8251968503937008,0.01648658360790556,0.023567104988751808,0.02413580230775536,0.00690067595562005,-0.011565817779656262,,
