Increasing_precision,Increasing_recall,Increasing_f1-score,Increasing_support,Decreasing_precision,Decreasing_recall,Decreasing_f1-score,Decreasing_support,Neutral_precision,Neutral_recall,Neutral_f1-score,Neutral_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,loss
0.44630331871018913,0.8054660941134371,0.5743584836451207,22356,0.41400926683019895,0.22367839787954646,0.2904397705544933,20373,0.0,0.0,0.0,8625,0.4393815476885929,0.28677086184679607,0.3430481639976612,0.28826608473320464,51354,0.35853424828088626,0.4393815476885929,0.36525855251542255,51354,1.0344972019533503
0.4658643326039387,0.6666219359456075,0.5484488278806168,22356,0.48071872840359364,0.3414322878319344,0.3992767557328588,20373,0.3718839395177769,0.2110144927536232,0.26925068422220577,8625,0.46109358569926395,0.43948900017510306,0.4063562388437217,0.40565875594522716,51354,0.4559731403941444,0.46109358569926395,0.4423778964065336,51354,1.0251828830747218
0.5046210071335699,0.6423331544104491,0.5652096904335504,22356,0.5135051546391752,0.4889805134246306,0.5009428506775953,20373,0.38861881612810983,0.15756521739130436,0.22422042567233133,8625,0.5000778907193207,0.4689149926336183,0.4296262950754614,0.430124322261159,51354,0.48866271449248266,0.5000778907193207,0.48244416613332863,51354,1.0029856019395162
0.5245200333889817,0.6745840042941492,0.5901620098614697,22356,0.5486081139404402,0.4991410199774211,0.5227068287542728,20373,0.38440727988194784,0.18121739130434783,0.24631628713261364,8625,0.5221209642871052,0.4858451424037899,0.45164747185863935,0.4530617085827853,51354,0.5105439841245952,0.5221209642871052,0.5056518692057602,51354,0.9895717386701768
0.5604706820901476,0.628511361603149,0.5925441740817273,22356,0.5473396484282954,0.5700682275560791,0.5584727832275438,20373,0.3780848963474827,0.22202898550724637,0.2797662527392257,8625,0.5370565097168672,0.4952984089553086,0.4735361915554915,0.47692773668283234,51354,0.5246293464430042,0.5370565097168672,0.526495842550564,51354,0.9799233705362427
0.5753836027808631,0.6256485954553588,0.5994642665809494,22356,0.5526979551391766,0.6023167918323271,0.576441573693482,20373,0.3784844104893661,0.2125217391304348,0.2722007722007722,8625,0.5470070491100986,0.5021886561364687,0.4801623754727069,0.48270220415840126,51354,0.5333142365597656,0.5470070491100986,0.5353662613384094,51354,0.9716447620934043
0.5717331708802924,0.6716765074252997,0.6176881941587824,22356,0.5767604907722446,0.5491581995778727,0.5626210052550853,20373,0.3703443429374561,0.24440579710144927,0.2944750995320249,8625,0.5513105113525724,0.506279334863331,0.4884135013682072,0.4915947663152975,51354,0.5399039647259865,0.5513105113525724,0.5415578677832166,51354,0.9683771422161863
0.5760775942777965,0.6880926820540347,0.6271224444036771,22356,0.5815839929207021,0.5806704952633387,0.5811268851009481,20373,0.39071925754060327,0.1952463768115942,0.26037881716273675,8625,0.5627020290532383,0.5161269482463673,0.4880031847096559,0.4895427155557874,51354,0.5471307976347624,0.5627020290532383,0.5472799527841808,51354,0.9626175698275878
0.5950785773366418,0.6436303453211666,0.6184029568506103,22356,0.5792051233754003,0.6037402444411721,0.5912182460525367,20373,0.37386325362074774,0.2573913043478261,0.3048822358030626,8625,0.5629357012112007,0.5160489847775966,0.5015872980367216,0.5048344795687365,51354,0.5516277839300531,0.5629357012112007,0.5549619331304667,51354,0.9617387686006005
0.5734290588569804,0.7216854535695115,0.6390715360849244,22356,0.595637234485631,0.5615765964757277,0.5781056567545034,20373,0.3975062344139651,0.18481159420289855,0.2523149980213692,8625,0.5679985979670522,0.5221908425855255,0.4893578814160459,0.4898307302869324,51354,0.5526928513806688,0.5679985979670522,0.5499288597520812,51354,0.9591639185527403
